Site_No,Samp_No,Location,Analysis,CAS_NO,Analyte,Total_Or_Disolved,Result,Result_Units,Detected,Result_Qualifier,SampleDate,SampleTime,MDL,MDL_Units,Reporting_Limit,Reporting_Limit_Units,Matrix,Latitude,Longitude,QA_Comment
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,19,ug/L,Y,J,01-Oct-15,10:30,2.8,ug/L,20,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,01-Oct-15,10:30,0.08,ug/L,0.2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,01-Oct-15,10:30,0.08,ug/L,0.2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.37,ug/L,N,U,01-Oct-15,15:40,0.37,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,0.58,ug/L,N,U,01-Oct-15,10:30,0.58,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,24,ug/L,N,U,01-Oct-15,10:30,24,ug/L,200,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,01-Oct-15,10:30,0.4,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,01-Oct-15,10:30,0.4,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,28000,ug/L,Y,,01-Oct-15,10:30,480,ug/L,1000,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7440-23-5,Sodium,T,27000,ug/L,Y,J+,01-Oct-15,10:30,480,ug/L,1000,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,5500,ug/L,Y,J+,01-Oct-15,10:30,17,ug/L,1000,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7440-09-7,Potassium,T,5300,ug/L,Y,J+,01-Oct-15,10:30,17,ug/L,1000,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,14000,ug/L,Y,,01-Oct-15,10:30,33,ug/L,500,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7439-95-4,Magnesium,T,13000,ug/L,Y,,01-Oct-15,10:30,33,ug/L,500,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,17,ug/L,N,U,01-Oct-15,10:30,17,ug/L,50,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7439-89-6,Iron,T,110,ug/L,Y,,01-Oct-15,10:30,17,ug/L,50,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-50-8,Copper,T,2,ug/L,Y,,01-Oct-15,10:30,0.5,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7440-70-2,Calcium,T,89000,ug/L,Y,,01-Oct-15,10:30,25,ug/L,500,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,A68_100115,A68,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,01-Oct-15,15:40,0.08,ug/L,0.2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7429-90-5,Aluminum,T,45,ug/L,Y,J,01-Oct-15,10:30,24,ug/L,200,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.6,ug/L,Y,J,01-Oct-15,10:30,0.37,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-39-3,Barium,T,52,ug/L,Y,,01-Oct-15,10:30,0.14,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,53,ug/L,Y,,01-Oct-15,10:30,0.14,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.15,ug/L,N,U,01-Oct-15,10:30,0.15,ug/L,0.4,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.15,ug/L,N,U,01-Oct-15,10:30,0.15,ug/L,0.4,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,0.17,ug/L,Y,J,01-Oct-15,10:30,0.043,ug/L,0.5,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,0.5,ug/L,Y,UB,01-Oct-15,10:30,0.043,ug/L,0.5,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,01-Oct-15,10:30,1,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,01-Oct-15,10:30,1,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,91000,ug/L,Y,,01-Oct-15,10:30,25,ug/L,500,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7429-90-5,Aluminum,T,130,ug/L,Y,J,01-Oct-15,15:40,24,ug/L,200,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,01-Oct-15,15:40,0.4,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,2800,ug/L,Y,,01-Oct-15,15:40,480,ug/L,1000,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7440-23-5,Sodium,T,2500,ug/L,Y,J+,01-Oct-15,15:40,480,ug/L,1000,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,860,ug/L,Y,J+,01-Oct-15,15:40,17,ug/L,1000,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7440-09-7,Potassium,T,820,ug/L,Y,J+,01-Oct-15,15:40,17,ug/L,1000,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,3500,ug/L,Y,,01-Oct-15,15:40,33,ug/L,500,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7439-95-4,Magnesium,T,3400,ug/L,Y,,01-Oct-15,15:40,33,ug/L,500,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,19,ug/L,Y,J,01-Oct-15,15:40,17,ug/L,50,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7439-89-6,Iron,T,210,ug/L,Y,,01-Oct-15,15:40,17,ug/L,50,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,56000,ug/L,Y,,01-Oct-15,15:40,25,ug/L,500,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-39-3,Barium,T,25,ug/L,Y,,01-Oct-15,15:40,0.14,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,83,ug/L,Y,J,01-Oct-15,15:40,24,ug/L,200,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,01-Oct-15,15:40,0.1,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,01-Oct-15,15:40,0.1,ug/L,0.2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,01-Oct-15,15:40,0.1,ug/L,0.2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.3,ug/L,N,U,01-Oct-15,15:40,0.3,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,01-Oct-15,15:40,0.3,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,320,ug/L,Y,,01-Oct-15,15:40,2.8,ug/L,20,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,280,ug/L,Y,,01-Oct-15,15:40,2.8,ug/L,20,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,01-Oct-15,15:40,0.08,ug/L,0.2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A72_100115D,A72,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,01-Oct-15,14:10,0.08,ug/L,0.2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,01-Oct-15,14:10,0.08,ug/L,0.2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,49,ug/L,Y,J,01-Oct-15,11:45,17,ug/L,50,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,A68_100115,A68,200.7 Metals (ICP),7440-70-2,Calcium,T,56000,ug/L,Y,,01-Oct-15,15:40,25,ug/L,500,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,GKMSW04_100115,GKM04,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,01-Oct-15,11:00,0.08,ug/L,0.2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,800,ug/L,Y,,01-Oct-15,14:10,2.8,ug/L,20,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.15,ug/L,N,U,01-Oct-15,15:40,0.15,ug/L,0.4,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.15,ug/L,N,U,01-Oct-15,15:40,0.15,ug/L,0.4,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,1.1,ug/L,Y,,01-Oct-15,15:40,0.043,ug/L,0.5,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,1.1,ug/L,Y,,01-Oct-15,15:40,0.043,ug/L,0.5,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,01-Oct-15,15:40,1,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,01-Oct-15,15:40,1,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,0.71,ug/L,Y,,01-Oct-15,15:40,0.12,ug/L,0.4,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,0.72,ug/L,Y,,01-Oct-15,15:40,0.12,ug/L,0.4,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-50-8,Copper,T,6.5,ug/L,Y,,01-Oct-15,15:40,0.5,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,01-Oct-15,15:40,0.4,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7439-92-1,Lead,T,2.2,ug/L,Y,,01-Oct-15,15:40,0.06,ug/L,0.3,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.37,ug/L,N,U,01-Oct-15,15:40,0.37,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.42,ug/L,Y,,01-Oct-15,15:40,0.06,ug/L,0.3,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,1500,ug/L,Y,,01-Oct-15,15:40,1.2,ug/L,2.5,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,1500,ug/L,Y,,01-Oct-15,15:40,1.2,ug/L,2.5,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,1.8,ug/L,Y,,01-Oct-15,15:40,0.45,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,1.8,ug/L,Y,,01-Oct-15,15:40,0.45,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,1.2,ug/L,Y,,01-Oct-15,15:40,0.4,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-02-0,"Nickel, Dissolved",D,2.1,ug/L,Y,,01-Oct-15,15:40,0.4,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,0.64,ug/L,Y,J,01-Oct-15,15:40,0.58,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,0.58,ug/L,N,U,01-Oct-15,15:40,0.58,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,01-Oct-15,15:40,0.1,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,25,ug/L,Y,,01-Oct-15,15:40,0.14,ug/L,2,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,A68_100115,A68,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,4,ug/L,Y,,01-Oct-15,15:40,0.5,ug/L,1,ug/L,Surface Water,37.811202,-107.659167,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,3,ug/L,Y,,01-Oct-15,11:00,0.5,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW01_100115,GKM01,200.7 Metals (ICP),7429-90-5,Aluminum,T,69,ug/L,Y,J,01-Oct-15,09:30,24,ug/L,200,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW04_100115,GKM04,200.7 Metals (ICP),7440-23-5,Sodium,T,28000,ug/L,Y,J+,01-Oct-15,11:00,480,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,28000,ug/L,Y,,01-Oct-15,11:00,480,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,01-Oct-15,11:00,0.4,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,01-Oct-15,11:00,0.4,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.48,ug/L,Y,J,01-Oct-15,11:00,0.37,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.51,ug/L,Y,J,01-Oct-15,11:00,0.37,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-39-3,Barium,T,53,ug/L,Y,,01-Oct-15,11:00,0.14,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,0.24,ug/L,Y,J,01-Oct-15,11:00,0.12,ug/L,0.4,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.7 Metals (ICP),7440-09-7,Potassium,T,5500,ug/L,Y,J+,01-Oct-15,11:00,17,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-50-8,Copper,T,2.4,ug/L,Y,,01-Oct-15,11:00,0.5,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,13000,ug/L,Y,,01-Oct-15,11:00,33,ug/L,500,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7439-92-1,Lead,T,1.5,ug/L,Y,,01-Oct-15,11:00,0.06,ug/L,0.3,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.34,ug/L,Y,,01-Oct-15,11:00,0.06,ug/L,0.3,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,110,ug/L,Y,,01-Oct-15,11:00,1.2,ug/L,2.5,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,93,ug/L,Y,,01-Oct-15,11:00,1.2,ug/L,2.5,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,01-Oct-15,11:00,0.1,ug/L,0.2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,01-Oct-15,11:00,0.1,ug/L,0.2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.3,ug/L,N,U,01-Oct-15,11:00,0.3,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,01-Oct-15,11:00,0.3,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,46,ug/L,Y,,01-Oct-15,11:00,2.8,ug/L,20,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,51,ug/L,Y,,01-Oct-15,11:00,0.14,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,0.2,ug/L,Y,J,01-Oct-15,11:00,0.12,ug/L,0.4,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,0.58,ug/L,N,U,01-Oct-15,11:00,0.58,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.15,ug/L,N,U,01-Oct-15,11:00,0.15,ug/L,0.4,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.15,ug/L,N,U,01-Oct-15,11:00,0.15,ug/L,0.4,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,0.19,ug/L,Y,J,01-Oct-15,11:00,0.043,ug/L,0.5,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,0.5,ug/L,Y,UB,01-Oct-15,11:00,0.043,ug/L,0.5,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,01-Oct-15,11:00,1,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7429-90-5,Aluminum,T,380,ug/L,Y,,01-Oct-15,11:45,24,ug/L,200,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,1.2,ug/L,Y,,01-Oct-15,11:00,0.45,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,5900,ug/L,Y,,01-Oct-15,11:45,33,ug/L,500,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,0.99,ug/L,Y,J,01-Oct-15,11:00,0.4,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,5600,ug/L,Y,J+,01-Oct-15,11:00,17,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,0.58,ug/L,N,U,01-Oct-15,11:00,0.58,ug/L,2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW01_100115,GKM01,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,36,ug/L,Y,J,01-Oct-15,09:30,24,ug/L,200,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,01-Oct-15,11:00,0.1,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,01-Oct-15,11:00,0.1,ug/L,1,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,01-Oct-15,11:00,0.08,ug/L,0.2,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_100115,GKM04,200.7 Metals (ICP),7429-90-5,Aluminum,T,54,ug/L,Y,J,01-Oct-15,11:00,24,ug/L,200,ug/L,Surface Water,37.294799,-107.870034,L2 Val
